Question Text,Generated Query,Ground Truth Query,BLEU Score,Exact Match
Where was david Scherman trained ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Train> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/David_Scherman> <http://dbpedia.org/property/training> ?uri },0.485491772,0
Name the awards won by Elie Wiesel ?,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Suicide> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Elie_Wiesel> <http://dbpedia.org/property/awards> ?uri },0.485491772,0
In which country is Sierra del Merendin?,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sierra,_Abangares> <http://dbpedia.org/ontology/country> ?uri }",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sierra_del_Merendón> <http://dbpedia.org/ontology/country> ?uri  . },0.474954953,0
Which owner of Chelsea F.C also owns Evraz ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Evraz> <http://dbpedia.org/ontology/owner> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Evraz> <http://dbpedia.org/ontology/owningCompany> ?uri. <http://dbpedia.org/resource/Chelsea_F.C.> <http://dbpedia.org/property/owner> ?uri},0.470349074,0
What is the Location of the Peetz Table Wind Energy Center which is also the state of Ben Nighthorse Campbell ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Peetz_Table_Wind_Energy_Center> <http://dbpedia.org/ontology/location> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Peetz_Table_Wind_Energy_Center> <http://dbpedia.org/property/location> ?uri. <http://dbpedia.org/resource/Ben_Nighthorse_Campbell> <http://dbpedia.org/property/state> ?uri},0.470349074,0
Where was the narrator of Spain on the Road Again born?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Spain..._on_the_Road_Again> <http://dbpedia.org/ontology/narrator> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Spain..._on_the_Road_Again> <http://dbpedia.org/ontology/narrator> ?x . ?x <http://dbpedia.org/property/birthPlace> ?uri  . },0.443543051,0
What are the awards won by the film director of Saraband ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Saraband> <http://dbpedia.org/ontology/director> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Saraband> <http://dbpedia.org/ontology/director> ?x . ?x <http://dbpedia.org/property/awards> ?uri  . },0.443543051,0
What is the political party of the daughter of Jawaharlal Nehru ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jawaharlal_Nehru> <http://dbpedia.org/ontology/child> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jawaharlal_Nehru> <http://dbpedia.org/ontology/child> ?x . ?x <http://dbpedia.org/ontology/party> ?uri  . },0.443543051,0
List the things for which the relatives of Mrunalini Kunte are known?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mrunalini_Kunte> <http://dbpedia.org/ontology/relative> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Mrunalini_Kunte> <http://dbpedia.org/ontology/relative> ?x . ?x <http://dbpedia.org/property/knownFor> ?uri  . },0.443543051,0
Is the Hyundai Lavita assembled in Ulsan?,ASK WHERE { <http://dbpedia.org/resource/Hyundai_Lavita> <http://dbpedia.org/ontology/assembly> ?uri },ASK WHERE { <http://dbpedia.org/resource/Hyundai_Lavita> <http://dbpedia.org/property/assembly> <http://dbpedia.org/resource/Ulsan> },0.434720872,0
Was Tim Gunn a guest on The Broken Code?,ASK WHERE { <http://dbpedia.org/resource/The_Broken_Code> <http://dbpedia.org/ontology/guest> ?uri },ASK WHERE { <http://dbpedia.org/resource/The_Broken_Code> <http://dbpedia.org/property/guests> <http://dbpedia.org/resource/Tim_Gunn> },0.434720872,0
"Alexander Magleby, a rugby player is alma mater to which university?",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Alexander_Magleby> <http://dbpedia.org/ontology/university> ?uri . ?uri a <http://dbpedia.org/ontology/University> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Alexander_Magleby> <http://dbpedia.org/property/university> ?uri },0.408960147,0
What band made The trial and One of these days song?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Trial_(song)> <http://dbpedia.org/ontology/runtime> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Trial_(song)> <http://dbpedia.org/property/artist> ?uri. <http://dbpedia.org/resource/One_of_These_Days_(instrumental)> <http://dbpedia.org/ontology/musicalArtist> ?uri . },0.404711079,0
Is Amharic the official language of Ethiopia?,ASK WHERE { <http://dbpedia.org/resource/Ethiopia> <http://dbpedia.org/ontology/officialLanguage> ?city . ?city <http://dbpedia.org/ontology/language> <http://dbpedia.org/resource/Amharic> },ASK WHERE { <http://dbpedia.org/resource/Ethiopia> <http://dbpedia.org/ontology/officialLanguage> <http://dbpedia.org/resource/Amharic> },0.403527864,0
"What nation is Hornito located in, where Jamie Bateman Cayn died too?","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hornito,_Chiriquí> <http://dbpedia.org/ontology/country> ?uri }","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Jaime_Bateman_Cayón> <http://dbpedia.org/ontology/deathPlace> ?uri. <http://dbpedia.org/resource/Hornito,_Chiriquí> <http://dbpedia.org/ontology/country> ?uri . }",0.394190107,0
What is a common ingredient used in boyt Blodpalt and Kaszanka ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Kaszanka> <http://dbpedia.org/ontology/ingredient> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Blodpalt> <http://dbpedia.org/ontology/ingredient> ?uri. <http://dbpedia.org/resource/Kaszanka> <http://dbpedia.org/ontology/ingredient> ?uri . },0.394190107,0
What company is the one which wrote the google web toolkit and PlayN?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/PlayN> <http://dbpedia.org/ontology/author> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Google_Web_Toolkit> <http://dbpedia.org/ontology/author> ?uri. <http://dbpedia.org/resource/PlayN> <http://dbpedia.org/ontology/author> ?uri . },0.394190107,0
Who develops the computation platform of Microsoft Expression Encoder ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Microsoft_Expression_Encoder> <http://dbpedia.org/ontology/developer> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Microsoft_Expression_Encoder> <http://dbpedia.org/ontology/computingPlatform> ?x . ?x <http://dbpedia.org/ontology/developer> ?uri  . },0.390367445,0
Which publisher of Lucifer's hammer is also known for Jo Garcia ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_Garcia_(dog_trainer)> <http://dbpedia.org/ontology/knownFor> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Lucifer's_Hammer> <http://dbpedia.org/ontology/publisher> ?uri. <http://dbpedia.org/resource/Jo_Garcia> <http://dbpedia.org/ontology/knownFor> ?uri},0.374054851,0
What territory of Sino French War was the battle of Raoul Magrin-Vernerey fought ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Raoul_Magrin-Vernerey> <http://dbpedia.org/ontology/battle> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sino-French_War> <http://dbpedia.org/ontology/territory> ?uri. <http://dbpedia.org/resource/Raoul_Magrin-Vernerey> <http://dbpedia.org/property/battles> ?uri},0.374054851,0
"What is the university to which Erica Frank went, and where Ivan Toplak was a club manager?",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/manager> <http://dbpedia.org/resource/Ivan_Toplak> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Erica_Frank> <http://dbpedia.org/ontology/institution> ?uri. <http://dbpedia.org/resource/Ivan_Toplak> <http://dbpedia.org/ontology/managerClub> ?uri},0.374054851,0
What is the base currency of the Benelux and is also used as money in Kerguelen Islands?,SELECT DISTINCT ?uri WHERE { ?uri ?county_var <http://dbpedia.org/resource/Kerguelen_Islands> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Benelux> <http://dbpedia.org/property/currency> ?uri. <http://dbpedia.org/resource/Kerguelen_Islands> <http://dbpedia.org/ontology/currency> ?uri},0.374054851,0
Is Anne Hidalgo the mayor of Paris?,ASK WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> ?city . ?city a <http://dbpedia.org/ontology/Mayor> },ASK WHERE { <http://dbpedia.org/resource/Paris> <http://dbpedia.org/ontology/mayor> <http://dbpedia.org/resource/Anne_Hidalgo> },0.367205627,0
Is Hyundai Lavita assembled in Malaysia?,ASK WHERE { <http://dbpedia.org/resource/Hyundai_Lavita> <http://dbpedia.org/ontology/assembly> ?city . ?city <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Malaysia> },ASK WHERE { <http://dbpedia.org/resource/Hyundai_Lavita> <http://dbpedia.org/ontology/assembly> <http://dbpedia.org/resource/Malaysia> },0.367205627,0
Is Brazilian jiu-jitsu the trainer of Nick Diaz?,ASK WHERE { <http://dbpedia.org/resource/Nick_Diaz> <http://dbpedia.org/ontology/trainer> ?city . ?city ?county_var <http://dbpedia.org/resource/Brazil> },ASK WHERE { <http://dbpedia.org/resource/Nick_Diaz> <http://dbpedia.org/ontology/trainer> <http://dbpedia.org/resource/Brazilian_jiu-jitsu> },0.367205627,0
Is Essex the Ceremonial County of West Tilbury?,ASK WHERE { <http://dbpedia.org/resource/West_Tilbury> <http://dbpedia.org/ontology/ceremonialCounty> ?city . ?city ?county_var <http://dbpedia.org/resource/Kingdom_of_Essex> },ASK WHERE { <http://dbpedia.org/resource/West_Tilbury> <http://dbpedia.org/ontology/ceremonialCounty> <http://dbpedia.org/resource/Essex> },0.367205627,0
Is Baker's Dozen Donuts in the coffee industry?,ASK WHERE { <http://dbpedia.org/resource/Baker's_Dozen_Donuts> <http://dbpedia.org/ontology/industry> ?city . ?city <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Donuts> },ASK WHERE { <http://dbpedia.org/resource/Baker's_Dozen_Donuts> <http://dbpedia.org/ontology/industry> <http://dbpedia.org/resource/Coffee> },0.367205627,0
Give the name of the  managers of England national under-20 football team and England national under-21 football team?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Magazine> ; <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Irreligion> },SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/managerclubs> <http://dbpedia.org/resource/England_national_under-20_football_team> . ?uri <http://dbpedia.org/property/managerclubs> <http://dbpedia.org/resource/England_national_under-21_football_team> . },0.367050482,0
"Whose relatives are Clan McDuck and Huey, Dewey, and Louie?",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/relative> <http://dbpedia.org/resource/Clan_McDuck> },"SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/relatives> <http://dbpedia.org/resource/Clan_McDuck> . ?uri <http://dbpedia.org/property/relatives> <http://dbpedia.org/resource/Huey,_Dewey,_and_Louie> . }",0.362151385,0
Whose creators are Jerry Seinfeld and Larry David?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/spouse> <http://dbpedia.org/resource/Jerry_Seinfeld> },SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/Jerry_Seinfeld> . ?uri <http://dbpedia.org/ontology/creator> <http://dbpedia.org/resource/Larry_David> . },0.362151385,0
List the awards won by the film director of Chicken Run?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chicken_Run> <http://dbpedia.org/ontology/director> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Chicken_Run> <http://dbpedia.org/property/director> ?x . ?x <http://dbpedia.org/ontology/award> ?uri  . },0.362151385,0
Which governer of Winston Bryant is the president of Joseph Stiglitz ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/leader> <http://dbpedia.org/resource/Gordon_Bryant> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Winston_Bryant> <http://dbpedia.org/property/governor> ?uri. <http://dbpedia.org/resource/Joseph_Stiglitz> <http://dbpedia.org/property/president> ?uri},0.357388011,0
Which fields of the Paul Demiville is also the faith of Koay Teng Hai ?,SELECT DISTINCT ?uri WHERE { ?uri ?county_var <http://dbpedia.org/resource/Teng_(state)> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Paul_Demiéville> <http://dbpedia.org/property/fields> ?uri. <http://dbpedia.org/resource/Koay_Teng_Hai> <http://dbpedia.org/ontology/religion> ?uri},0.357388011,0
Who was the cover artist of The Adventure of Tom Sawyer also wrote mark Twain Tonight ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Adventure_(novel)> <http://dbpedia.org/ontology/author> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Adventures_of_Tom_Sawyer> <http://dbpedia.org/ontology/coverArtist> ?uri. <http://dbpedia.org/resource/Mark_Twain_Tonight> <http://dbpedia.org/property/writer> ?uri},0.357388011,0
Which arena of WPC Dynamo Moscow is death location of Tigran Petrosian >,"SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Hornito,_Chiriquí> <http://dbpedia.org/ontology/country> ?uri }",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/WPC_Dynamo_Moscow> <http://dbpedia.org/property/arena> ?uri. <http://dbpedia.org/resource/Tigran_Petrosian> <http://dbpedia.org/ontology/deathPlace> ?uri},0.357388011,0
Which cport of Vishwajyot High School is also the genere of Battle chess,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Organisation> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Battle_Chess> <http://dbpedia.org/property/genre> ?uri. <http://dbpedia.org/resource/Vishwajyot_High_School> <http://dbpedia.org/ontology/sport> ?uri},0.357388011,0
What is the owning organisation of the Ford Kansas City Assembly Plant and also the builder of the Ford Y-block engine?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Organisation> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ford_Kansas_City_Assembly_Plant> <http://dbpedia.org/ontology/owningOrganisation> ?uri. <http://dbpedia.org/resource/Ford_Y-block_engine> <http://dbpedia.org/ontology/manufacturer> ?uri},0.357388011,0
Which serving railway line of the Daund Junction railway station was also the place where 99 (2009 film) was recorded ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Legislature> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Daund_Junction_railway_station> <http://dbpedia.org/ontology/servingRailwayLine> ?uri. <http://dbpedia.org/resource/99_(2009_film)> <http://dbpedia.org/property/recorded> ?uri},0.357388011,0
Which license provider of MSX basic is also the designer of Language Integrated Query ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Country> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Language_Integrated_Query> <http://dbpedia.org/ontology/designer> ?uri. <http://dbpedia.org/resource/MSX_BASIC> <http://dbpedia.org/property/license> ?uri},0.357388011,0
Which governer of Winston bryant is also the president of Carl Stokes ?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/leader> <http://dbpedia.org/resource/Gordon_Bryant> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Winston_Bryant> <http://dbpedia.org/property/governor> ?uri. <http://dbpedia.org/resource/Carl_Stokes> <http://dbpedia.org/property/president> ?uri},0.357388011,0
What is the common nationality of Viveka Babajee anad Ronny Vencatachellum ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Mayor> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Viveka_Babajee> <http://dbpedia.org/property/citizenship> ?uri. <http://dbpedia.org/resource/Ronny_Vencatachellum> <http://dbpedia.org/ontology/nationality> ?uri},0.357388011,0
Who is the president of Carl Stokes nad Wyche Fowler ?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/President> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Carl_Stokes> <http://dbpedia.org/property/president> ?uri. <http://dbpedia.org/resource/Wyche_Fowler> <http://dbpedia.org/ontology/president> ?uri},0.357388011,0
What sport played at Islamic azad uni employes Craig Van Tilbury?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Sport> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Craig_Van_Tilbury> <http://dbpedia.org/ontology/occupation> ?uri. <http://dbpedia.org/resource/Islamic_Azad_University_Central_Tehran_Branch> <http://dbpedia.org/ontology/sport> ?uri},0.357388011,0
What subsequent work of Moondog Matinee has the composer of Motorpsycho Nitemare ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Matinee_(1993_film)> <http://dbpedia.org/ontology/musicComposer> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Motorpsycho_Nitemare> <http://dbpedia.org/property/composer> ?uri. <http://dbpedia.org/resource/Moondog_Matinee> <http://dbpedia.org/ontology/subsequentWork> ?uri},0.357388011,0
What is the craft of the Ralph Flanders which is also the profession of  Claiborne Pell ?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Billy_Claiborne> <http://dbpedia.org/ontology/occupation> ?uri },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ralph_Flanders> <http://dbpedia.org/property/occupation> ?uri. <http://dbpedia.org/resource/Claiborne_Pell> <http://dbpedia.org/ontology/profession> ?uri},0.357388011,0
Where were sverre krogh sundbo and havard vad petersson born?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Year> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Sverre_Krogh_Sundbø> <http://dbpedia.org/property/birthPlace> ?uri. <http://dbpedia.org/resource/Håvard_Vad_Petersson> <http://dbpedia.org/property/placeOfBirth> ?uri},0.357388011,0
What is the launch site of the Juno I which was also the ground of 2016 Fort Lauderdale Strikers season ?,SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Fort_Lauderdale_Strikers> },SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Juno_I> <http://dbpedia.org/ontology/launchSite> ?uri. <http://dbpedia.org/resource/2016_Fort_Lauderdale_Strikers_season> <http://dbpedia.org/ontology/ground> ?uri},0.357388011,0
